K1,K2,K3,D1,D2,D3,,,,Additional,City,State,,Start Time,Time Zone,,,,,
,,,sb,,,,Dialing to Victory - Saturday,"Join us THIS Saturday, August 4th, for our Dialing to Victory Weekend. From 12-6 PM we will be providing soup & sandwiches while you help us dial to victory. Unite with other grassroots conservatives, and help ensure Jeff represents us in November.

RSVP here: http://www.johnsonforgovernor.org/dialing_to_victory_saturday",,,,"1710 Douglas Dr N, Suite 111, Minneapolis, MN 55422-4313, United States - ",12:00:00,5,2018-08-04T12:00:00-0500,https://www.facebook.com/events/1790421547739842/,Dialing to Victory - Saturday,https://www.facebook.com/jeff4gov/,8/4/2018
,,,sb,,,,Dialing to Victory - Sunday,"Join us THIS Sunday, August 5th, for our Dialing to Victory Weekend. From 12-6 PM we will be providing desserts while you help us dial to victory. Unite with other grassroots conservatives, and help ensure Jeff represents us in November.

RSVP here: http://www.johnsonforgovernor.org/dialing_to_victory_sunday",,,,"1710 Douglas Dr N, Suite 111, Minneapolis, MN 55422-4313, United States - ",12:00:00,5,2018-08-05T12:00:00-0500,https://www.facebook.com/events/1363117157155267/,Dialing to Victory - Sunday,https://www.facebook.com/jeff4gov/,8/5/2018
,,,sb,,,,"Door Knock for Erin Murphy, Tina Smith, and Ilhan Omar!","Join #TeamIlhan to connect with your neighbors about DFL endorsed candidates Ilhan Omar for MN-5, Erin Murphy for Governor, and Tina Smith for U.S. Senate.  We will be meeting at  Episcopal Church in MN

Training provided | Kid-friendly

Shifts 10-2 pm 12-4 pm , 2-6pm

Contact Name: Deonte Horton

Contact Phone: 915-202-4228

Contact Email: dhorton@dfl.org

Sign Up: https://secure.ngpvan.com/pBrVAsZC4kqCzlR4bOuxyg2

lhan is the DFL endorsed candidate for the 5th Congressional District. legislator, coalition builder, organizer, and a working mom. She is the highest ranking Somali-American, Muslim woman elected to a state legislature in the United States. 

Ilhan serves as the Assistant Minority Leader at the Minnesota Legislature. As a legislator, she's championed renters rights, advocated for juvenile justice reform, expanded access to affordable childcare, and fought to protect our refugee, immigrant, and undocumented neighbors.

Ilhan has been on the cover of TIME magazine, and has won awards for her dedicated work on immigration issues, education, and advancing entrepreneurship. Earlier this year she was recognized by Governor Dayton with the MLK Service Award for her work on civil rights. She lives in the West Bank neighborhood of Minneapolis with her husband and their three children.",,,,"1101 W Broadway Ave. Minneapolis, MN 55411 (Episcopal Church in MN) - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/243017966531301/,"Door Knock for Erin Murphy, Tina Smith, and Ilhan Omar!",https://www.facebook.com/IlhanMN/,8/4/2018
,,,sb,,,,"Door Knock for Erin Murphy, Tina Smith, and Ilhan Omar!","Join #TeamIlhan to connect with your neighbors about DFL endorsed candidates Ilhan Omar for MN-5, Erin Murphy for Governor, and Tina Smith for U.S. Senate. We'll be meeting in the Brookdale Library Conference Room.

Training provided | Kid-friendly

Shifts 10-2 pm  12-4 pm , 2-6pm

Contact Name: Talia Glass

Contact Phone: 651-764-6946

Contact Email: tglass@dfl.org

Sign up: https://secure.ngpvan.com/6dAz2Q5CJ0-ewXKQSUZrnw2

lhan is the DFL endorsed candidate for the 5th Congressional District. legislator, coalition builder, organizer, and a working mom. She is the highest ranking Somali-American, Muslim woman elected to a state legislature in the United States. 

Ilhan serves as the Assistant Minority Leader at the Minnesota Legislature. As a legislator, she's championed renters rights, advocated for juvenile justice reform, expanded access to affordable childcare, and fought to protect our refugee, immigrant, and undocumented neighbors.

Ilhan has been on the cover of TIME magazine, and has won awards for her dedicated work on immigration issues, education, and advancing entrepreneurship. Earlier this year she was recognized by Governor Dayton with the MLK Service Award for her work on civil rights. She lives in the West Bank neighborhood of Minneapolis with her husband and their three children.",,,,"4407 E Lake St. Minneapolis, MN 55406 (DFL Office South) - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/2208776772485637/,"Door Knock for Erin Murphy, Tina Smith, and Ilhan Omar!",https://www.facebook.com/IlhanMN/,8/4/2018
,,,sb,,,,Door Knock for Sen. Tina Smith,"Come talk to your neighbors about voting in the Primary on August 14th and why Senator Tina Smith, as well as the other DFL-endorsed candidates, will keep up the momentum she has built to continue fighting for all Minnesotans. No previous door knocking experience necessary! 🚪All ages are welcome. 

Email cjacket@dfl.org for the address to meet at.",,,,"Edina, MN - Edina, MN",12:00:00,5,2018-08-05T12:00:00-0500,https://www.facebook.com/events/294330234648371/,Door Knock for Sen. Tina Smith,https://www.facebook.com/TinaSmithMN/,8/5/2018
,,,sb,,,,Door Knock for Sen. Tina Smith & DFL Candidates,"Come talk to your neighbors about voting in the Primary on August 14th and why Senator Tina Smith, as well as Lori Ann (21A) and Jonathan Isenor (21B), will keep up the momentum she has built to continue fighting for all Minnesotans. No previous door knocking experience necessary! 🚪All ages are welcome.",,,,"1001 Main St, Red Wing, MN - ",13:00:00,5,2018-08-04T13:00:00-0500,https://www.facebook.com/events/447585319042873/,Door Knock for Sen. Tina Smith & DFL Candidates,https://www.facebook.com/TinaSmithMN/,8/4/2018
,,,sb,,,,Door Knock with Tabitha - Montgomery,"Come and talk to your neighbors! The Isner Campaign is hosting a Canvass Kick Off Event in Montgomery on Saturday, August 4 at Vaughn Park! Canvass shifts are 10-12 and 1-3. Lunch is served at 12 pm. Please RSVP here: https://secure.ngpvan.com/WP0jNe0qbU2U3ZhpiA5b7w2",,,,"Vaughn Road Park - Montgomery, AL",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/2231132303568802/,Door Knock with Tabitha - Montgomery,https://www.facebook.com/TabithaIsner/,8/4/2018
,,,sb,,,,Door Knock with Tabitha - Montgomery,"Come and talk to your neighbors! The Isner Campaign is hosting a Canvass Kick Off Event in Montgomery on Saturday, August 4 at Vaughn Park! Canvass shifts are 10-12 and 1-3. Lunch is served at 12 pm. Please RSVP here: https://secure.ngpvan.com/WP0jNe0qbU2U3ZhpiA5b7w2",,,,"Vaughn Road Park - Montgomery, AL",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/2231132303568802/,Door Knock with Tabitha - Montgomery,https://www.facebook.com/TabithaIsner/,8/4/2018
,,,sb,,,,Door Knocking and Office Grand Opening with Tabitha - Dothan,"Come and talk to your neighbors! The Isner Campaign is hosting a Canvass Kick Off Event in Dothan on Saturday, August 11 at the Campaign HQ! AND we will be hosting a ribbon cutting at our Dothan Office! Canvass shifts are 10-12 and 1-3. Ribbon Cutting and lunch at 12 pm. 

Please RSVP here: https://secure.ngpvan.com/lKtrtwuo-EGavh8bCa0T-Q2",,,,"2251 S Oates St, Dothan, AL 36301-5063, United States - ",10:00:00,5,2018-08-11T10:00:00-0500,https://www.facebook.com/events/491269838004680/,Door Knocking and Office Grand Opening with Tabitha - Dothan,https://www.facebook.com/TabithaIsner/,8/11/2018
,,,sb,,,,Door Knocking and Office Grand Opening with Tabitha - Dothan,"Come and talk to your neighbors! The Isner Campaign is hosting a Canvass Kick Off Event in Dothan on Saturday, August 11 at the Campaign HQ! AND we will be hosting a ribbon cutting at our Dothan Office! Canvass shifts are 10-12 and 1-3. Ribbon Cutting and lunch at 12 pm. 

Please RSVP here: https://secure.ngpvan.com/lKtrtwuo-EGavh8bCa0T-Q2",,,,"2251 S Oates St, Dothan, AL 36301-5063, United States - ",10:00:00,5,2018-08-11T10:00:00-0500,https://www.facebook.com/events/491269838004680/,Door Knocking and Office Grand Opening with Tabitha - Dothan,https://www.facebook.com/TabithaIsner/,8/11/2018
,,,sb,,,,Door Knocking for Drew!,Join us as we walk the walk for Drew! We'll be knocking doors and talking to voters so we can #TakeBackOklahoma in November. No experience necessary. Join us!,,,,"Tulsa HQ - 1617 S. Utica Ave. Tulsa, OK 74104 - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/223236378267552/,Door Knocking for Drew!,https://www.facebook.com/drewforoklahoma/,8/4/2018
,,,sb,,,,Door Knocking for Drew!,Join us as we walk the walk for Drew! We'll be knocking doors and talking to voters so we can #TakeBackOklahoma in November. No experience necessary. Join us!,,,,"Tulsa HQ - 1617 S. Utica Ave. Tulsa, OK 74104 - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/223236378267552/,Door Knocking for Drew!,https://www.facebook.com/drewforoklahoma/,8/4/2018
,,,sb,,,,Door Knocking for Sharice,"We have one last Saturday before the primary to talk to voters about Sharice and her incredible campaign.

We need as many of you as possible to show up and help us turn out the vote!

Please RSVP at this link: https://secure.ngpvan.com/Z7vPgFXRb0-wTs-auWNQcA2

It's going to be hot! So wear sunscreen, and be prepared for the heat!

If you have any questions, contact Coletta at coletta@shariceforcongress.com",,,,Sharice HQ -,10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/293869271172607/,Door Knocking for Sharice,https://www.facebook.com/ShariceforCongress/,8/4/2018
,,,sb,,,,Doorknock in 40B!,"Join #TeamIlhan to connect with your neighbors about DFL endorsed candidates like Ilhan Omar for MN-5, Erin Murphy for Governor, and Tina Smith for U.S. Senate. 

Shift 1: 10am-2pm
Shift 2: 12-4pm
Shift 3: 2-6pm

Training provided | Kid-friendly

Questions: ifoote@dfl.org

Online Signup: https://secure.ngpvan.com/pnkVfwPl_k2-tVWjLtPDVw2

lhan is the DFL endorsed candidate for the 5th Congressional District. legislator, coalition builder, organizer, and a working mom. She is the highest ranking Somali-American, Muslim woman elected to a state legislature in the United States. 

Ilhan serves as the Assistant Minority Leader at the Minnesota Legislature. As a legislator, she's championed renters rights, advocated for juvenile justice reform, expanded access to affordable childcare, and fought to protect our refugee, immigrant, and undocumented neighbors.

Ilhan has been on the cover of TIME magazine, and has won awards for her dedicated work on immigration issues, education, and advancing entrepreneurship. Earlier this year she was recognized by Governor Dayton with the MLK Service Award for her work on civil rights. She lives in the West Bank neighborhood of Minneapolis with her husband and their three children.",,,,"Brookdale Library Conference Room I 6125 Shingle Creek Pkwy, Brooklyn Center, MN 55430 - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/632888190426783/,Doorknock in 40B!,https://www.facebook.com/IlhanMN/,8/4/2018
,,,sb,,,,Doorknock in 61A!,"Join #TeamIlhan to connect with your neighbors about DFL endorsed candidates like Ilhan Omar for MN-5, Erin Murphy for Governor, and Tina Smith for U.S. Senate. 

Shift 1: 10am-2pm
Shift 2: 12-4pm
Shift 3: 2-6pm
 
Training provided | Kid-friendly
 
Questions: sclough@dfl.org

Special Instructions:
Street parking avalible
Some bike parking available
On the Metro Transit 6 line

Online sign up: https://secure.ngpvan.com/iY8DY35mcU2jVlIzvGNDNw2 


lhan is the DFL endorsed candidate for the 5th Congressional District. legislator, coalition builder, organizer, and a working mom. She is the highest ranking Somali-American, Muslim woman elected to a state legislature in the United States. 

Ilhan serves as the Assistant Minority Leader at the Minnesota Legislature. As a legislator, she's championed renters rights, advocated for juvenile justice reform, expanded access to affordable childcare, and fought to protect our refugee, immigrant, and undocumented neighbors.

Ilhan has been on the cover of TIME magazine, and has won awards for her dedicated work on immigration issues, education, and advancing entrepreneurship. Earlier this year she was recognized by Governor Dayton with the MLK Service Award for her work on civil rights. She lives in the West Bank neighborhood of Minneapolis with her husband and their three children.",,,,"Dunn Brothers Coffee - Minneapolis, MN",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/270035107060732/,Doorknock in 61A!,https://www.facebook.com/IlhanMN/,8/4/2018
EG,ykh,,SA,TP,,,Doorknocking with Aaron Swisher!,"On August 9th Aaron Swisher is going to be in town, Aaron is running for Congress against Mike Simpson. This is a great way to get involved and come down to help Aaron and our other Bannock County candidates. If you can come down please let Ethan Secrist know! We will provide drinks and some snacks as well!",,Pocatello,ID,"Pocatello Elks Lodge #674 - Pocatello, ID",18:00:00,6,2018-08-09T18:00:00-0600,https://www.facebook.com/events/818386855218048/,Doorknocking with Aaron Swisher!,https://www.facebook.com/SwisherforIdaho/,8/9/2018
,,,sb,,,,Get Out The VOTE Canvass!,"The time has arrived! Ballots for the primary election are being mailed to voters on Wednesday, August 1st.

JOIN US this Sunday, August 5th, to turn out the vote for these amazing progressive candidates up and down the ballot in Mesa.
    -  David Garcia for Governor
    -  Senator Juan Mendez
    -  Representative Athena Salman
    -  Rep. Isela Blanc
    -  Jen Duff for Mesa City Council District 4
    -  Francisco Heredia for Mesa City Council District 3

We have two shifts for volunteers: 
    -  2:30pm to 5pm
    -  5pm - 7:30pm

Bring water, sunscreen, hat and/org sunglasses, comfortable clothing/shoes, a friend and a smile. We are going to have a great time talking to voters about their plans to vote!

Email Melody and Caroline with any additional questions about this event (msherna3@gmail.com, carolineburget@gmail.com).
RSVP  https://events.mobilizeamerica.io/dg4az/event/4764/",,,,"1046 E Millett Ave, Mesa, AZ 85204-4231, United States - ",14:30:00,7,2018-08-05T14:30:00-0700,https://www.facebook.com/events/571704319931882/,Get Out The VOTE Canvass!,https://www.facebook.com/dg4az/,8/5/2018
,,,sb,,,,Get Out The VOTE Canvass!,"The time has arrived! Ballots for the primary election are being mailed to voters on Wednesday, August 1st.

JOIN US this Sunday, August 5th, to turn out the vote for these amazing progressive candidates up and down the ballot in Mesa.
    -  David Garcia for Governor
    -  Senator Juan Mendez
    -  Representative Athena Salman
    -  Rep. Isela Blanc
    -  Jen Duff for Mesa City Council District 4
    -  Francisco Heredia for Mesa City Council District 3

We have two shifts for volunteers: 
    -  2:30pm to 5pm
    -  5pm - 7:30pm

Bring water, sunscreen, hat and/org sunglasses, comfortable clothing/shoes, a friend and a smile. We are going to have a great time talking to voters about their plans to vote!

Email Melody and Caroline with any additional questions about this event (msherna3@gmail.com, carolineburget@gmail.com).
RSVP  https://events.mobilizeamerica.io/dg4az/event/4764/",,,,"1046 E Millett Ave, Mesa, AZ 85204-4231, United States - ",14:30:00,7,2018-08-05T14:30:00-0700,https://www.facebook.com/events/571704319931882/,Get Out The VOTE Canvass!,https://www.facebook.com/dg4az/,8/5/2018
sb,,,,,,,Get Out The Vote Event with Attorney General Josh Hawley,"Join Missouri’s Attorney General Josh Hawley as he works with Missourians to send Claire McCaskill packing this November! General Hawley will be meeting and speaking with Kansas City supporters and members of the media Saturday afternoon August 4th at the Republican Victory Office. 

NOTE: The time of this event is tentative. We will be confirming the time as we move closer to the date. 

We hope you will join us at this exciting event! 

If you have any questions, please email rsvp@joshhawley.com or call/text (573) 340-5834",,,,"706 NW State Route 7, Blue Springs, MO, 64014 - ",12:00:00,5,2018-08-04T12:00:00-0500,https://www.facebook.com/events/677666759252999/,Get Out The Vote Event with Attorney General Josh Hawley,https://www.facebook.com/HawleyMO/,8/4/2018
sb,,,,,,,Get Out The Vote Event with Attorney General Josh Hawley,"Join Missouri’s Attorney General Josh Hawley as he works with Missourians to send Claire McCaskill packing this November! General Hawley will be meeting and speaking with Springfield supporters and members of the media Monday afternoon August 6th at the Hawley Campaign Office. 

NOTE: The time of this event is tentative. We will be confirming the time as we move closer to the date. 

We hope you will join us at this exciting event! 

If you have any questions, please email rsvp@joshhawley.com or call/text (573) 340-5834",,,,"2870 S Ingram Mill Rd, Springfield, MO 65804-4042, United States - ",12:00:00,5,2018-08-06T12:00:00-0500,https://www.facebook.com/events/2015132502150206/,Get Out The Vote Event with Attorney General Josh Hawley,https://www.facebook.com/HawleyMO/,8/6/2018
,,,sb,,,,Get Out The Vote for Tom Niermann!,"Early voting starts Monday! These 2 weeks are your final chance to help Tom become our nominee to beat Yoder. Use the link below to sign up for shifts to help us turn out Tom supporters.  Don't miss your chance to help Tom!

https://doodle.com/poll/hmy95fip8zg2y52d",,,,"2710 W 43rd Ave, Kansas City, KS 66103-3125, United States - ",9:00:00,5,2018-07-23T09:00:00-0500,https://www.facebook.com/events/296035884302419/,Get Out The Vote for Tom Niermann!,https://www.facebook.com/NiermannForCongress/,7/23/2018
,,,sb,ykh,,,Get Out the Vote Phone Bank,Come phone bank with Cort to get out the vote for the Aug. 7 primary!,,,,"629 Big Bend Rd, Ballwin, MO 63021-7723, United States - ",13:00:00,5,2018-08-04T13:00:00-0500,https://www.facebook.com/events/493799771076626/,Get Out the Vote Phone Bank,https://www.facebook.com/cortforcongress/,8/4/2018
,,,sb,,,,Call Party for Kara!,"Come and join us in a call party to get Kara Eastman elected!!

Just bring your phone and yourself, we will teach you all you need to do to make a difference in this election when you arrive.",,,,"Blue Line Coffee - Omaha, NE",18:00:00,5,2018-08-06T18:00:00-0500,https://www.facebook.com/events/1875377692768262/,Call Party for Kara!,https://www.facebook.com/eastmanforcongress/,8/6/2018
,,,sb,,,,Alpine Phone Bank for Gina Ortiz Jones,"Join #TeamGOJ for a phone bank on Tuesday, August 7th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

The phone bank will take place at Hotel Ritchey in Alpine (102 E. Murphy Street). All you need to bring is a fully charged phone!

For any questions, please reach out to field organizer Peter Johnson at pjohnson@ginaortizjones.com or (425) 233-4091",,,,"102 E Murphy St, Alpine, TX 79830-4738, United States - ",16:00:00,5,2018-08-07T16:00:00-0500,https://www.facebook.com/events/2109691035969385/,Alpine Phone Bank for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/7/2018
,,,sb,,,,Alpine Phone Bank for Gina Ortiz Jones,"Join #TeamGOJ for a phone bank on Tuesday, August 7th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

The phone bank will take place at Hotel Ritchey in Alpine (102 E. Murphy Street). All you need to bring is a fully charged phone!

For any questions, please reach out to field organizer Peter Johnson at pjohnson@ginaortizjones.com or (425) 233-4091",,,,"102 E Murphy St, Alpine, TX 79830-4738, United States - ",16:00:00,5,2018-08-07T16:00:00-0500,https://www.facebook.com/events/2109691035969385/,Alpine Phone Bank for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/7/2018
,,,sb,,,,Election Day - August 14,August 14th we're going to send a message loud and clear. Get to the polls and bring every Democrat you know. This race is too important to sit out. I'm counting on your vote so we can move our state forward towards greater prosperity.,,,,-,6:00:00,4,2018-08-14T06:00:00-0400,https://www.facebook.com/events/290492261705390/,Election Day - August 14,https://www.facebook.com/joeganim/,8/14/2018
,,,sb,,,,Election Day GOTV - Janesville,"Help us Get Out the Vote on Election Day! We'll be dropping off lit, knocking on doors, and making phone calls to make sure WI-01 votes Randy Bryce on August 14th. 

Sign up for a shift anytime between 6am-9pm >> https://secure.randybryceforcongress.com/page/event/detail/phonebank/jw4",,,,"1605 Center Ave, Janesville, WI 53546-2819, United States - ",6:00:00,5,2018-08-14T06:00:00-0500,https://www.facebook.com/events/977130912488949/,Election Day GOTV - Janesville,https://www.facebook.com/RandyBryce2018/,8/14/2018
,,,sb,,,,Election Day GOTV - Kenosha,"Help us Get Out the Vote on Election Day! We'll be dropping off lit, knocking on doors, and making phone calls to make sure WI-01 votes Randy Bryce on August 14th. 

Sign up for a shift anytime between 6am-9pm >> https://secure.randybryceforcongress.com/page/event/detail/phonebank/jtt",,,,"3615 Washington Rd, Kenosha, WI 53144-1640, United States - ",6:00:00,5,2018-08-14T06:00:00-0500,https://www.facebook.com/events/1309672452469009/,Election Day GOTV - Kenosha,https://www.facebook.com/RandyBryce2018/,8/14/2018
,,,sb,,,,Election Day GOTV - Racine,"Help us Get Out the Vote on Election Day! We'll be dropping off lit, knocking on doors, and making phone calls to make sure WI-01 votes Randy Bryce on August 14th. 

Sign up for a shift anytime between 6am-9pm >> https://secure.randybryceforcongress.com/page/event/detail/phonebank/jwk",,,,"408 S Main St, Racine, WI 53403-1031, United States - ",6:00:00,5,2018-08-14T06:00:00-0500,https://www.facebook.com/events/501795653593502/,Election Day GOTV - Racine,https://www.facebook.com/RandyBryce2018/,8/14/2018
,,,sb,,,,Election Night Eve: Midnight Madness!,"‘Twas the night before primary
but quiet, it was not very 
As voters before bed wound down
Interns and volunteers ran around town
Not a minute to spare before polls would close
Team Tom had to make sure that everyone knows
That a teacher in DC is needed
If the evil Grump is to be defeated!

*******
Join us to drop literature around the district before the election! Our phone bank will run until 8PM and then we’ll grab apartment lists for one final literature drop. Drop your list, then rest up for the Election Day GOTV!",,,,2710 W 43rd Ave -,20:00:00,5,2018-08-06T20:00:00-0500,https://www.facebook.com/events/2103070379734108/,Election Night Eve: Midnight Madness!,https://www.facebook.com/NiermannForCongress/,8/6/2018
,,,sb,,,,Election Night Party with Shannon Hader,You’re invited to join in the fun as we watch the results come in with Team Shannon!,,,,"Geaux Brewing - Auburn, WA",19:00:00,7,2018-08-07T19:00:00-0700,https://www.facebook.com/events/251511608796382/,Election Night Party with Shannon Hader,https://www.facebook.com/DrShannonForCongress/,8/7/2018
sb,,,,,,,Election Night Party with Shannon Hader,You’re invited to join in the fun as we watch the results come in with Team Shannon!,,,,"Geaux Brewing - Auburn, WA",19:00:00,7,2018-08-07T19:00:00-0700,https://www.facebook.com/events/251511608796382/,Election Night Party with Shannon Hader,https://www.facebook.com/DrShannonForCongress/,8/7/2018
,,,sb,,,,Election Night Watch Party,"Join us on Election Night as we watch results come in! We'll be at our favorite neighborhood hangout, with overflow up the block at our office. Everyone is welcome!",,,,"Breit's Stein and Deli - Kansas City, KS",19:30:00,5,2018-08-07T19:30:00-0500,https://www.facebook.com/events/2119761251569252/,Election Night Watch Party,https://www.facebook.com/ShariceforCongress/,8/7/2018
,,,sb,,,,Knock Doors for Joseph Kopser in Austin!,"Please join #TeamKopser to knock doors and meet voters in Travis County. We'll give you all the information you need--just wear your walking shoes and get excited to support this exciting candidate! This week we're focusing on Precincts 454 and 460.

We are launching this weekend from our Austin HQ at 4818 E Ben White Blvd, Suite 108. Please bring a charged smart phone and we'll walk you through how to use the famous ""minivan"" app!",,,,"4818 E Ben White Blvd, Austin, TX 78741-7206, United States - ",10:00:00,5,2018-08-11T10:00:00-0500,https://www.facebook.com/events/468088360330194/,Knock Doors for Joseph Kopser in Austin!,https://www.facebook.com/KopserforCongress/,8/11/2018
,,,sb,,,,Knock Doors for Joseph Kopser in Austin!,"Please join #TeamKopser to knock doors and meet voters in Travis County. We'll give you all the information you need--just wear your walking shoes and get excited to support this exciting candidate! This week we're focusing on Precincts 454 and 460.

We are launching this weekend from our Austin HQ at 4818 E Ben White Blvd, Suite 108. Please bring a charged smart phone and we'll walk you through how to use the famous ""minivan"" app!",,,,"4818 E Ben White Blvd, Austin, TX 78741-7206, United States - ",10:00:00,5,2018-08-11T10:00:00-0500,https://www.facebook.com/events/468088360330194/,Knock Doors for Joseph Kopser in Austin!,https://www.facebook.com/KopserforCongress/,8/11/2018
,,,sb,,,,Northside SA Phone Bank for Gina Ortiz Jones,"Join #TeamGOJ for a phone bank on Tuesday, August 7th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

The phone bank will take place at 5700 Wurzbach suite 5732 across from Ancira Chevrolet. All you need to bring is your smiling face and a fully charged cell phone.",,,,"5700 Wurzbach Rd, San Antonio, TX 78238-1747, United States - ",14:00:00,5,2018-08-04T14:00:00-0500,https://www.facebook.com/events/489233928189524/,Northside SA Phone Bank for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/4/2018
,,,sb,,,,Northside SA Phone Bank for Gina Ortiz Jones,"Join #TeamGOJ for a phone bank on Tuesday, August 7th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

The phone bank will take place at 5700 Wurzbach suite 5732 across from Ancira Chevrolet. All you need to bring is your smiling face and a fully charged cell phone.",,,,"5700 Wurzbach Rd, San Antonio, TX 78238-1747, United States - ",14:00:00,5,2018-08-04T14:00:00-0500,https://www.facebook.com/events/489233928189524/,Northside SA Phone Bank for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/4/2018
,,,sb,,,,Phone Bank for Drew!,TUESDAY! Come help phone bank for our next Governor this next Tuesday (August 7th)!,,,,"Payne County Democrats - Stillwater, OK",17:30:00,5,2018-08-07T17:30:00-0500,https://www.facebook.com/events/501611480292458/,Phone Bank for Drew!,https://www.facebook.com/drewforoklahoma/,8/7/2018
,,,sb,,,,Phone Bank for Drew!,TUESDAY! Come help phone bank for our next Governor this next Tuesday (August 7th)!,,,,"Payne County Democrats - Stillwater, OK",17:30:00,5,2018-08-07T17:30:00-0500,https://www.facebook.com/events/501611480292458/,Phone Bank for Drew!,https://www.facebook.com/drewforoklahoma/,8/7/2018
,,,sb,,,,Phone Bank for Tina Smith,Join Team Tina and call voters across the state to remind them there is a primary election on August 14th. It’s also a great chance to share hear why they are voting and why Senator Tina Smith will keep up the momentum she has built to continue fighting for all Minnesotans. No previous phone bank experience necessary!,,,,"15322 Galaxie Ave, Unit 125, Apple Valley, MN - ",18:00:00,5,2018-08-06T18:00:00-0500,https://www.facebook.com/events/307112943362780/,Phone Bank for Tina Smith,https://www.facebook.com/TinaSmithMN/,8/6/2018
,,,sb,,,,Phone Bank for Tom with Logan Heley!,"Our interns and volunteers are starting as early as 10AM but Overland Park City Councilor, Logan Heley, will be popping in at noon to pitch in. Join Logan and the rest of #TeamTom to win this election!",,,,2710 W 43rd Ave -,12:00:00,5,2018-08-04T12:00:00-0500,https://www.facebook.com/events/272716620127577/,Phone Bank for Tom with Logan Heley!,https://www.facebook.com/NiermannForCongress/,8/4/2018
,,,sb,,,,Phone Bank with Dimitri,"Come phone bank with our team and help us win the primary on August 21.  We will have sandwiches from Urban Greens.  Also, let us know if you need a ride, we will be happy to pick you up for this event.",,,,"3709 Spenard, Anchorage, AK 99503 - ",17:00:00,8,2018-08-17T17:00:00-0800,https://www.facebook.com/events/2125214191068126/,Phone Bank with Dimitri,https://www.facebook.com/dimitriforcongress/,8/17/2018
,,,sb,,,,Phone Bank with Dimitri,"Come phone bank with our team and help us win the primary on August 21.  We will have sandwiches from Urban Greens.  Also, let us know if you need a ride, we will be happy to pick you up for this event.",,,,"3709 Spenard, Anchorage, AK 99503 - ",17:00:00,8,2018-08-17T17:00:00-0800,https://www.facebook.com/events/2125214191068126/,Phone Bank with Dimitri,https://www.facebook.com/dimitriforcongress/,8/17/2018
,,,sb,ykh,,,Phone Bank with Team Jason!,Come phone bank for Team Jason and help us get out the vote in the final weekend before the election!,,,,"45 Front St S, Issaquah, WA 98027-3820, United States - ",14:00:00,7,2018-08-04T14:00:00-0700,https://www.facebook.com/events/233344997296345/,Phone Bank with Team Jason!,https://www.facebook.com/JasonRittereiserforCongress/,8/4/2018
,,,sb,ykh,,,Phone Bank with Team Jason!,Come phone bank for Team Jason and help us to get out the vote in the last weekend before the election!,,,,"45 Front St S, Issaquah, WA 98027-3820, United States - ",14:00:00,7,2018-08-05T14:00:00-0700,https://www.facebook.com/events/501813816909456/,Phone Bank with Team Jason!,https://www.facebook.com/JasonRittereiserforCongress/,8/5/2018
,,,sb,,,,Phone Bank with Team Jason!,Come phone bank for Team Jason and help us get out the vote in the final weekend before the election!,,,,"45 Front St S, Issaquah, WA 98027-3820, United States - ",14:00:00,7,2018-08-04T14:00:00-0700,https://www.facebook.com/events/233344997296345/,Phone Bank with Team Jason!,https://www.facebook.com/JasonRittereiserforCongress/,8/4/2018
,,,sb,,,,Phone Bank with Team Jason!,Come phone bank for Team Jason and help us to get out the vote in the last weekend before the election!,,,,"45 Front St S, Issaquah, WA 98027-3820, United States - ",14:00:00,7,2018-08-05T14:00:00-0700,https://www.facebook.com/events/501813816909456/,Phone Bank with Team Jason!,https://www.facebook.com/JasonRittereiserforCongress/,8/5/2018
